filename,sample_bucket,category,package,take_actor,actor_height_cm,actor_gender,move_duration_frames,duration_s,content_body_position,content_type_of_movement,content_uniform_style,is_mirror,move_soma_uniform_path,move_g1_path
turn_jump_0045_006__A023,bulk,Basic Locomotion Neutral,Locomotion,A023,190,M,780,6.5,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220713/turn_jump_0045_006__A023.bvh,g1/csv/220713/turn_jump_0045_006__A023.csv
turn_jump_0045_007__A021,bulk,Basic Locomotion Neutral,Locomotion,A021,155,F,538,4.483333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220713/turn_jump_0045_007__A021.bvh,g1/csv/220713/turn_jump_0045_007__A021.csv
turn_jump_0045_007__A024_M,jumping,Basic Locomotion Neutral,Locomotion,A024,162,F,634,5.283333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220713/turn_jump_0045_007__A024_M.bvh,g1/csv/220713/turn_jump_0045_007__A024_M.csv
turn_jump_0090_001__A025,jumping,Basic Locomotion Neutral,Locomotion,A025,199,M,266,2.216666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220714/turn_jump_0090_001__A025.bvh,g1/csv/220714/turn_jump_0090_001__A025.csv
turn_jump_0090_002__A021,bulk,Basic Locomotion Neutral,Locomotion,A021,155,F,301,2.5083333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220713/turn_jump_0090_002__A021.bvh,g1/csv/220713/turn_jump_0090_002__A021.csv
turn_jump_0090_002__A021_M,jumping,Basic Locomotion Neutral,Locomotion,A021,155,F,301,2.5083333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220713/turn_jump_0090_002__A021_M.bvh,g1/csv/220713/turn_jump_0090_002__A021_M.csv
turn_jump_0135_003__A024,bulk,Basic Locomotion Neutral,Locomotion,A024,162,F,288,2.4,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220713/turn_jump_0135_003__A024.bvh,g1/csv/220713/turn_jump_0135_003__A024.csv
turn_jump_0135_003__A028,bulk,Basic Locomotion Neutral,Locomotion,A028,176,F,422,3.5166666666666666,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220714/turn_jump_0135_003__A028.bvh,g1/csv/220714/turn_jump_0135_003__A028.csv
turn_jump_045_002__A032,jumping,Basic Locomotion Neutral,Locomotion,A032,166,M,296,2.466666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220720/turn_jump_045_002__A032.bvh,g1/csv/220720/turn_jump_045_002__A032.csv
turn_jump_045_002__A036,jumping,Basic Locomotion Neutral,Locomotion,A036,150,F,237,1.975,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220721/turn_jump_045_002__A036.bvh,g1/csv/220721/turn_jump_045_002__A036.csv
turn_jump_045_002__A043_M,bulk,Basic Locomotion Neutral,Locomotion,A043,190,M,273,2.275,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220728/turn_jump_045_002__A043_M.bvh,g1/csv/220728/turn_jump_045_002__A043_M.csv
turn_jump_045_003__A039_M,jumping,Basic Locomotion Neutral,Locomotion,A039,188,M,493,4.108333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220727/turn_jump_045_003__A039_M.bvh,g1/csv/220727/turn_jump_045_003__A039_M.csv
turn_jump_045_004__A036,jumping,Basic Locomotion Neutral,Locomotion,A036,150,F,357,2.975,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220721/turn_jump_045_004__A036.bvh,g1/csv/220721/turn_jump_045_004__A036.csv
turn_jump_090_002__A029,jumping,Basic Locomotion Neutral,Locomotion,A029,155,F,364,3.033333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220720/turn_jump_090_002__A029.bvh,g1/csv/220720/turn_jump_090_002__A029.csv
turn_jump_090_003__A036,jumping,Basic Locomotion Neutral,Locomotion,A036,150,F,256,2.1333333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220721/turn_jump_090_003__A036.bvh,g1/csv/220721/turn_jump_090_003__A036.csv
turn_jump_090_003__A037,bulk,Basic Locomotion Neutral,Locomotion,A037,155,F,391,3.2583333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220727/turn_jump_090_003__A037.bvh,g1/csv/220727/turn_jump_090_003__A037.csv
turn_jump_090_003__A043_M,bulk,Basic Locomotion Neutral,Locomotion,A043,190,M,291,2.425,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220728/turn_jump_090_003__A043_M.bvh,g1/csv/220728/turn_jump_090_003__A043_M.csv
turn_jump_090_004__A042,bulk,Basic Locomotion Neutral,Locomotion,A042,178,F,403,3.3583333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220728/turn_jump_090_004__A042.bvh,g1/csv/220728/turn_jump_090_004__A042.csv
turn_jump_090_004__A044,jumping,Basic Locomotion Neutral,Locomotion,A044,167,M,357,2.975,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220728/turn_jump_090_004__A044.bvh,g1/csv/220728/turn_jump_090_004__A044.csv
turn_jump_135_001__A029,jumping,Basic Locomotion Neutral,Locomotion,A029,155,F,339,2.825,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220720/turn_jump_135_001__A029.bvh,g1/csv/220720/turn_jump_135_001__A029.csv
turn_jump_135_001__A040,jumping,Basic Locomotion Neutral,Locomotion,A040,164,M,538,4.483333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220727/turn_jump_135_001__A040.bvh,g1/csv/220727/turn_jump_135_001__A040.csv
turn_jump_135_001__A042_M,jumping,Basic Locomotion Neutral,Locomotion,A042,178,F,351,2.925,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220728/turn_jump_135_001__A042_M.bvh,g1/csv/220728/turn_jump_135_001__A042_M.csv
turn_jump_135_002__A040_M,bulk,Basic Locomotion Neutral,Locomotion,A040,164,M,511,4.258333333333334,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220727/turn_jump_135_002__A040_M.bvh,g1/csv/220727/turn_jump_135_002__A040_M.csv
turn_jump_135_002__A042_M,bulk,Basic Locomotion Neutral,Locomotion,A042,178,F,260,2.1666666666666665,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220728/turn_jump_135_002__A042_M.bvh,g1/csv/220728/turn_jump_135_002__A042_M.csv
turn_jump_135_003__A036,bulk,Basic Locomotion Neutral,Locomotion,A036,150,F,411,3.425,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220721/turn_jump_135_003__A036.bvh,g1/csv/220721/turn_jump_135_003__A036.csv
turn_jump_135_003__A037_M,jumping,Basic Locomotion Neutral,Locomotion,A037,155,F,623,5.191666666666666,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220727/turn_jump_135_003__A037_M.bvh,g1/csv/220727/turn_jump_135_003__A037_M.csv
turn_jump_135_003__A038,bulk,Basic Locomotion Neutral,Locomotion,A038,178,F,389,3.2416666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220727/turn_jump_135_003__A038.bvh,g1/csv/220727/turn_jump_135_003__A038.csv
turn_jump_135_003__A040_M,bulk,Basic Locomotion Neutral,Locomotion,A040,164,M,497,4.141666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/220727/turn_jump_135_003__A040_M.bvh,g1/csv/220727/turn_jump_135_003__A040_M.csv
turn_jump_135_003__A044,bulk,Basic Locomotion Neutral,Locomotion,A044,167,M,453,3.775,standing,"jumping, turning",neutral,False,soma_uniform/bvh/220728/turn_jump_135_003__A044.bvh,g1/csv/220728/turn_jump_135_003__A044.csv
turn_jump_270_001__A046_M,bulk,Basic Locomotion Neutral,Locomotion,A046,181,F,356,2.966666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221010/turn_jump_270_001__A046_M.bvh,g1/csv/221010/turn_jump_270_001__A046_M.csv
turn_jump_270_001__A048,bulk,Basic Locomotion Neutral,Locomotion,A048,166,M,297,2.475,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221010/turn_jump_270_001__A048.bvh,g1/csv/221010/turn_jump_270_001__A048.csv
turn_jump_270_001__A048_M,bulk,Basic Locomotion Neutral,Locomotion,A048,166,M,297,2.475,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221010/turn_jump_270_001__A048_M.bvh,g1/csv/221010/turn_jump_270_001__A048_M.csv
turn_jump_270_001__A050,jumping,Basic Locomotion Neutral,Locomotion,A050,182,F,370,3.0833333333333335,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221011/turn_jump_270_001__A050.bvh,g1/csv/221011/turn_jump_270_001__A050.csv
turn_jump_270_001__A053,bulk,Basic Locomotion Neutral,Locomotion,A053,151,F,583,4.858333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221012/turn_jump_270_001__A053.bvh,g1/csv/221012/turn_jump_270_001__A053.csv
turn_jump_270_001__A060,jumping,Basic Locomotion Neutral,Locomotion,A060,192,M,517,4.308333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221115/turn_jump_270_001__A060.bvh,g1/csv/221115/turn_jump_270_001__A060.csv
turn_jump_270_001__A061_M,jumping,Basic Locomotion Neutral,Locomotion,A061,157,M,530,4.416666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221115/turn_jump_270_001__A061_M.bvh,g1/csv/221115/turn_jump_270_001__A061_M.csv
turn_jump_270_001__A096_M,jumping,Basic Locomotion Neutral,Locomotion,A096,177,M,266,2.216666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230102/turn_jump_270_001__A096_M.bvh,g1/csv/230102/turn_jump_270_001__A096_M.csv
turn_jump_270_001__A183_M,jumping,Basic Locomotion Neutral,Locomotion,A183,181,M,305,2.5416666666666665,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_270_001__A183_M.bvh,g1/csv/230210/turn_jump_270_001__A183_M.csv
turn_jump_270_002__A047,bulk,Basic Locomotion Neutral,Locomotion,A047,189,M,305,2.5416666666666665,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221010/turn_jump_270_002__A047.bvh,g1/csv/221010/turn_jump_270_002__A047.csv
turn_jump_270_002__A051,jumping,Basic Locomotion Neutral,Locomotion,A051,189,M,376,3.1333333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221011/turn_jump_270_002__A051.bvh,g1/csv/221011/turn_jump_270_002__A051.csv
turn_jump_270_002__A054,bulk,Basic Locomotion Neutral,Locomotion,A054,179,F,463,3.8583333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221012/turn_jump_270_002__A054.bvh,g1/csv/221012/turn_jump_270_002__A054.csv
turn_jump_270_002__A056_M,bulk,Basic Locomotion Neutral,Locomotion,A056,169,M,598,4.983333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221012/turn_jump_270_002__A056_M.bvh,g1/csv/221012/turn_jump_270_002__A056_M.csv
turn_jump_270_002__A063,jumping,Basic Locomotion Neutral,Locomotion,A063,191,M,481,4.008333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221116/turn_jump_270_002__A063.bvh,g1/csv/221116/turn_jump_270_002__A063.csv
turn_jump_270_002__A179_M,jumping,Basic Locomotion Neutral,Locomotion,A179,169,F,230,1.9166666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_270_002__A179_M.bvh,g1/csv/230210/turn_jump_270_002__A179_M.csv
turn_jump_270_002__A180_M,bulk,Basic Locomotion Neutral,Locomotion,A180,171,M,253,2.1083333333333334,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_270_002__A180_M.bvh,g1/csv/230210/turn_jump_270_002__A180_M.csv
turn_jump_270_002__A182_M,jumping,Basic Locomotion Neutral,Locomotion,A182,168,F,486,4.05,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_270_002__A182_M.bvh,g1/csv/230210/turn_jump_270_002__A182_M.csv
turn_jump_270_002__A183_M,jumping,Basic Locomotion Neutral,Locomotion,A183,181,M,354,2.95,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_270_002__A183_M.bvh,g1/csv/230210/turn_jump_270_002__A183_M.csv
turn_jump_270_003__A047_M,jumping,Basic Locomotion Neutral,Locomotion,A047,189,M,489,4.075,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221010/turn_jump_270_003__A047_M.bvh,g1/csv/221010/turn_jump_270_003__A047_M.csv
turn_jump_270_003__A050,bulk,Basic Locomotion Neutral,Locomotion,A050,182,F,353,2.941666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221011/turn_jump_270_003__A050.bvh,g1/csv/221011/turn_jump_270_003__A050.csv
turn_jump_270_003__A051_M,jumping,Basic Locomotion Neutral,Locomotion,A051,189,M,303,2.525,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221011/turn_jump_270_003__A051_M.bvh,g1/csv/221011/turn_jump_270_003__A051_M.csv
turn_jump_270_003__A052,bulk,Basic Locomotion Neutral,Locomotion,A052,169,M,367,3.058333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221011/turn_jump_270_003__A052.bvh,g1/csv/221011/turn_jump_270_003__A052.csv
turn_jump_270_003__A060_M,jumping,Basic Locomotion Neutral,Locomotion,A060,192,M,273,2.275,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221115/turn_jump_270_003__A060_M.bvh,g1/csv/221115/turn_jump_270_003__A060_M.csv
turn_jump_270_003__A061,jumping,Basic Locomotion Neutral,Locomotion,A061,157,M,310,2.5833333333333335,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221115/turn_jump_270_003__A061.bvh,g1/csv/221115/turn_jump_270_003__A061.csv
turn_jump_270_003__A063_M,jumping,Basic Locomotion Neutral,Locomotion,A063,191,M,203,1.6916666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221116/turn_jump_270_003__A063_M.bvh,g1/csv/221116/turn_jump_270_003__A063_M.csv
turn_jump_270_003__A064_M,jumping,Basic Locomotion Neutral,Locomotion,A064,155,F,215,1.7916666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221116/turn_jump_270_003__A064_M.bvh,g1/csv/221116/turn_jump_270_003__A064_M.csv
turn_jump_270_003__A067,bulk,Basic Locomotion Neutral,Locomotion,A067,190,M,365,3.0416666666666665,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221117/turn_jump_270_003__A067.bvh,g1/csv/221117/turn_jump_270_003__A067.csv
turn_jump_270_003__A180,jumping,Basic Locomotion Neutral,Locomotion,A180,171,M,268,2.2333333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230210/turn_jump_270_003__A180.bvh,g1/csv/230210/turn_jump_270_003__A180.csv
turn_jump_270_003__A181,jumping,Basic Locomotion Neutral,Locomotion,A181,177,F,326,2.716666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230210/turn_jump_270_003__A181.bvh,g1/csv/230210/turn_jump_270_003__A181.csv
turn_jump_270_003__A182,bulk,Basic Locomotion Neutral,Locomotion,A182,168,F,329,2.7416666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230210/turn_jump_270_003__A182.bvh,g1/csv/230210/turn_jump_270_003__A182.csv
turn_jump_270_003__A182_M,jumping,Basic Locomotion Neutral,Locomotion,A182,168,F,329,2.7416666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_270_003__A182_M.bvh,g1/csv/230210/turn_jump_270_003__A182_M.csv
turn_jump_270_004__A053,bulk,Basic Locomotion Neutral,Locomotion,A053,151,F,512,4.266666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221012/turn_jump_270_004__A053.bvh,g1/csv/221012/turn_jump_270_004__A053.csv
turn_jump_270_004__A055_M,bulk,Basic Locomotion Neutral,Locomotion,A055,188,M,524,4.366666666666666,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221012/turn_jump_270_004__A055_M.bvh,g1/csv/221012/turn_jump_270_004__A055_M.csv
turn_jump_270_004__A070,jumping,Basic Locomotion Neutral,Locomotion,A070,176,F,316,2.6333333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221118/turn_jump_270_004__A070.bvh,g1/csv/221118/turn_jump_270_004__A070.csv
turn_jump_270_005__A072,jumping,Basic Locomotion Neutral,Locomotion,A072,191,M,278,2.316666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221118/turn_jump_270_005__A072.bvh,g1/csv/221118/turn_jump_270_005__A072.csv
turn_jump_270_R_001__A214_M,bulk,Basic Locomotion Neutral,Locomotion,A214,169,M,398,3.316666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230223/turn_jump_270_R_001__A214_M.bvh,g1/csv/230223/turn_jump_270_R_001__A214_M.csv
turn_jump_270_R_001__A267,jumping,Basic Locomotion Neutral,Locomotion,A267,183,M,262,2.183333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230313/turn_jump_270_R_001__A267.bvh,g1/csv/230313/turn_jump_270_R_001__A267.csv
turn_jump_270_R_001__A267_M,jumping,Basic Locomotion Neutral,Locomotion,A267,183,M,262,2.183333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230313/turn_jump_270_R_001__A267_M.bvh,g1/csv/230313/turn_jump_270_R_001__A267_M.csv
turn_jump_270_R_001__A420,jumping,Basic Locomotion Neutral,Locomotion,A420,177,M,610,5.083333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230710/turn_jump_270_R_001__A420.bvh,g1/csv/230710/turn_jump_270_R_001__A420.csv
turn_jump_270_R_001__A421,bulk,Basic Locomotion Neutral,Locomotion,A421,169,F,536,4.466666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230710/turn_jump_270_R_001__A421.bvh,g1/csv/230710/turn_jump_270_R_001__A421.csv
turn_jump_270_R_001__A422_M,jumping,Basic Locomotion Neutral,Locomotion,A422,177,M,609,5.075,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230710/turn_jump_270_R_001__A422_M.bvh,g1/csv/230710/turn_jump_270_R_001__A422_M.csv
turn_jump_270_R_002__A218_M,bulk,Basic Locomotion Neutral,Locomotion,A218,173,F,202,1.6833333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230223/turn_jump_270_R_002__A218_M.bvh,g1/csv/230223/turn_jump_270_R_002__A218_M.csv
turn_jump_270_R_002__A238_M,bulk,Basic Locomotion Neutral,Locomotion,A238,183,M,242,2.0166666666666666,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230302/turn_jump_270_R_002__A238_M.bvh,g1/csv/230302/turn_jump_270_R_002__A238_M.csv
turn_jump_270_R_002__A255_M,jumping,Basic Locomotion Neutral,Locomotion,A255,174,M,222,1.85,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230308/turn_jump_270_R_002__A255_M.bvh,g1/csv/230308/turn_jump_270_R_002__A255_M.csv
turn_jump_270_R_002__A266,bulk,Basic Locomotion Neutral,Locomotion,A266,174,M,530,4.416666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230313/turn_jump_270_R_002__A266.bvh,g1/csv/230313/turn_jump_270_R_002__A266.csv
turn_jump_270_R_002__A418,bulk,Basic Locomotion Neutral,Locomotion,A418,168,F,346,2.8833333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230710/turn_jump_270_R_002__A418.bvh,g1/csv/230710/turn_jump_270_R_002__A418.csv
turn_jump_270_R_002__A418_M,bulk,Basic Locomotion Neutral,Locomotion,A418,168,F,346,2.8833333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230710/turn_jump_270_R_002__A418_M.bvh,g1/csv/230710/turn_jump_270_R_002__A418_M.csv
turn_jump_270_R_002__A419,jumping,Basic Locomotion Neutral,Locomotion,A419,169,F,512,4.266666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230710/turn_jump_270_R_002__A419.bvh,g1/csv/230710/turn_jump_270_R_002__A419.csv
turn_jump_270_R_002__A421,jumping,Basic Locomotion Neutral,Locomotion,A421,169,F,497,4.141666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230710/turn_jump_270_R_002__A421.bvh,g1/csv/230710/turn_jump_270_R_002__A421.csv
turn_jump_270_R_002__A421_M,jumping,Basic Locomotion Neutral,Locomotion,A421,169,F,497,4.141666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230710/turn_jump_270_R_002__A421_M.bvh,g1/csv/230710/turn_jump_270_R_002__A421_M.csv
turn_jump_270_R_003__A214,bulk,Basic Locomotion Neutral,Locomotion,A214,169,M,288,2.4,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230223/turn_jump_270_R_003__A214.bvh,g1/csv/230223/turn_jump_270_R_003__A214.csv
turn_jump_270_R_003__A236,bulk,Basic Locomotion Neutral,Locomotion,A236,182,M,200,1.6666666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230302/turn_jump_270_R_003__A236.bvh,g1/csv/230302/turn_jump_270_R_003__A236.csv
turn_jump_270_R_003__A238,bulk,Basic Locomotion Neutral,Locomotion,A238,183,M,248,2.066666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230302/turn_jump_270_R_003__A238.bvh,g1/csv/230302/turn_jump_270_R_003__A238.csv
turn_jump_270_R_003__A265,bulk,Basic Locomotion Neutral,Locomotion,A265,169,F,419,3.4916666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230313/turn_jump_270_R_003__A265.bvh,g1/csv/230313/turn_jump_270_R_003__A265.csv
turn_jump_360_001__A046,bulk,Basic Locomotion Neutral,Locomotion,A046,181,F,389,3.2416666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221010/turn_jump_360_001__A046.bvh,g1/csv/221010/turn_jump_360_001__A046.csv
turn_jump_360_001__A048_M,bulk,Basic Locomotion Neutral,Locomotion,A048,166,M,464,3.8666666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221010/turn_jump_360_001__A048_M.bvh,g1/csv/221010/turn_jump_360_001__A048_M.csv
turn_jump_360_001__A049_M,jumping,Basic Locomotion Neutral,Locomotion,A049,156,F,495,4.125,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221011/turn_jump_360_001__A049_M.bvh,g1/csv/221011/turn_jump_360_001__A049_M.csv
turn_jump_360_001__A054_M,bulk,Basic Locomotion Neutral,Locomotion,A054,179,F,542,4.516666666666667,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221012/turn_jump_360_001__A054_M.bvh,g1/csv/221012/turn_jump_360_001__A054_M.csv
turn_jump_360_001__A060,jumping,Basic Locomotion Neutral,Locomotion,A060,192,M,564,4.7,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221115/turn_jump_360_001__A060.bvh,g1/csv/221115/turn_jump_360_001__A060.csv
turn_jump_360_001__A062_M,jumping,Basic Locomotion Neutral,Locomotion,A062,180,F,334,2.783333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221116/turn_jump_360_001__A062_M.bvh,g1/csv/221116/turn_jump_360_001__A062_M.csv
turn_jump_360_001__A067_M,bulk,Basic Locomotion Neutral,Locomotion,A067,190,M,493,4.108333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221117/turn_jump_360_001__A067_M.bvh,g1/csv/221117/turn_jump_360_001__A067_M.csv
turn_jump_360_001__A068_M,jumping,Basic Locomotion Neutral,Locomotion,A068,164,M,410,3.4166666666666665,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221117/turn_jump_360_001__A068_M.bvh,g1/csv/221117/turn_jump_360_001__A068_M.csv
turn_jump_360_001__A093,jumping,Basic Locomotion Neutral,Locomotion,A093,188,M,378,3.15,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230102/turn_jump_360_001__A093.bvh,g1/csv/230102/turn_jump_360_001__A093.csv
turn_jump_360_001__A096,jumping,Basic Locomotion Neutral,Locomotion,A096,177,M,330,2.75,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230102/turn_jump_360_001__A096.bvh,g1/csv/230102/turn_jump_360_001__A096.csv
turn_jump_360_002__A065_M,bulk,Basic Locomotion Neutral,Locomotion,A065,153,F,332,2.7666666666666666,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221117/turn_jump_360_002__A065_M.bvh,g1/csv/221117/turn_jump_360_002__A065_M.csv
turn_jump_360_002__A071,bulk,Basic Locomotion Neutral,Locomotion,A071,159,F,429,3.575,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221118/turn_jump_360_002__A071.bvh,g1/csv/221118/turn_jump_360_002__A071.csv
turn_jump_360_002__A094_M,jumping,Basic Locomotion Neutral,Locomotion,A094,168,F,312,2.6,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230102/turn_jump_360_002__A094_M.bvh,g1/csv/230102/turn_jump_360_002__A094_M.csv
turn_jump_360_002__A181_M,jumping,Basic Locomotion Neutral,Locomotion,A181,177,F,286,2.3833333333333333,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_360_002__A181_M.bvh,g1/csv/230210/turn_jump_360_002__A181_M.csv
turn_jump_360_002__A183,bulk,Basic Locomotion Neutral,Locomotion,A183,181,M,283,2.3583333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230210/turn_jump_360_002__A183.bvh,g1/csv/230210/turn_jump_360_002__A183.csv
turn_jump_360_003__A053,bulk,Basic Locomotion Neutral,Locomotion,A053,151,F,709,5.908333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221012/turn_jump_360_003__A053.bvh,g1/csv/221012/turn_jump_360_003__A053.csv
turn_jump_360_003__A058,jumping,Basic Locomotion Neutral,Locomotion,A058,157,F,398,3.316666666666667,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221115/turn_jump_360_003__A058.bvh,g1/csv/221115/turn_jump_360_003__A058.csv
turn_jump_360_003__A061_M,bulk,Basic Locomotion Neutral,Locomotion,A061,157,M,328,2.7333333333333334,standing,"jumping, turning",neutral,True,soma_uniform/bvh/221115/turn_jump_360_003__A061_M.bvh,g1/csv/221115/turn_jump_360_003__A061_M.csv
turn_jump_360_003__A070,jumping,Basic Locomotion Neutral,Locomotion,A070,176,F,538,4.483333333333333,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221118/turn_jump_360_003__A070.bvh,g1/csv/221118/turn_jump_360_003__A070.csv
turn_jump_360_003__A072,jumping,Basic Locomotion Neutral,Locomotion,A072,191,M,357,2.975,standing,"jumping, turning",neutral,False,soma_uniform/bvh/221118/turn_jump_360_003__A072.bvh,g1/csv/221118/turn_jump_360_003__A072.csv
turn_jump_360_003__A096,bulk,Basic Locomotion Neutral,Locomotion,A096,177,M,298,2.4833333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230102/turn_jump_360_003__A096.bvh,g1/csv/230102/turn_jump_360_003__A096.csv
turn_jump_360_003__A096_M,jumping,Basic Locomotion Neutral,Locomotion,A096,177,M,298,2.4833333333333334,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230102/turn_jump_360_003__A096_M.bvh,g1/csv/230102/turn_jump_360_003__A096_M.csv
turn_jump_360_003__A179,jumping,Basic Locomotion Neutral,Locomotion,A179,169,F,481,4.008333333333334,standing,"jumping, turning",neutral,False,soma_uniform/bvh/230210/turn_jump_360_003__A179.bvh,g1/csv/230210/turn_jump_360_003__A179.csv
turn_jump_360_003__A180_M,jumping,Basic Locomotion Neutral,Locomotion,A180,171,M,288,2.4,standing,"jumping, turning",neutral,True,soma_uniform/bvh/230210/turn_jump_360_003__A180_M.bvh,g1/csv/230210/turn_jump_360_003__A180_M.csv
